time (s)	det(V)
2621.222515	0.121043	
2621.224041	0.168259	
2621.225752	0.168883	
2621.227302	0.176880	
2621.228988	0.207398	
2621.230542	0.227757	
2621.232200	0.152440	
2621.233786	0.194761	
2621.235440	0.210955	
2621.237030	0.214134	
2621.238658	0.201223	
2621.240278	0.272915	
2621.241898	0.247903	
2621.243535	0.275759	
2621.245155	0.268347	
2621.246814	0.326592	
2621.248406	0.290506	
2621.250073	0.324244	
2621.251648	0.319937	
2621.253346	0.363286	
2621.254910	0.339382	
2621.256620	0.386594	
2621.258182	0.398876	
2621.259865	0.417745	
2621.261418	0.431433	
2621.263135	0.488039	
2621.264660	0.471152	
2621.266386	0.489304	
2621.267875	0.533217	
2621.269657	0.565629	
2621.271147	0.550736	
2621.272913	0.593629	
2621.274406	0.643866	
2621.276179	0.624200	
2621.277659	0.648136	
2621.279419	0.754021	
2621.280909	0.691364	
2621.282676	0.713947	
2621.284185	0.761437	
2621.285903	0.803179	
2621.287422	0.830966	
2621.289145	0.835280	
2621.290686	0.904789	
2621.292393	0.884611	
2621.293939	0.934240	
2621.295625	0.996184	
2621.297191	1.033305	
2621.298883	0.998802	
2621.300458	1.082466	
2621.302132	1.073483	
2621.303736	1.134395	
2621.305386	1.135664	
2621.306986	1.202860	
2621.308628	1.204891	
2621.310223	1.260481	
2621.311847	1.277735	
2621.313516	1.363071	
2621.315096	1.356505	
2621.316751	1.376497	
2621.318324	1.437075	
2621.320019	1.507035	
2621.321598	1.518983	
2621.323280	1.574090	
2621.324854	1.614543	
2621.326571	1.618434	
2621.328041	1.625608	
2621.329613	1.625745	
2621.331097	1.625754	
2621.332617	1.625713	
2621.334182	1.625464	
2621.335765	1.625617	
2621.337313	1.625882	
2621.338831	1.625806	
2621.340464	1.625895	
2621.341961	1.625854	
2621.343588	1.625878	
2621.345121	1.626019	
2621.346743	1.625770	
2621.348227	1.625886	
2621.349883	1.625898	
2621.351356	1.625935	
2621.353055	1.625907	
2621.354543	1.625866	
2621.356238	1.625890	
2621.357723	1.625963	
2621.359410	1.625689	
2621.360908	1.625947	
2621.362585	1.625983	
2621.364116	1.625907	
2621.365746	1.626019	
2621.367296	1.625882	
2621.368916	1.626068	
2621.370489	1.625963	
2621.372161	1.625878	
2621.373733	1.625979	
2621.375376	1.626003	
2621.376986	1.625943	
2621.378600	1.625975	
2621.380220	1.625959	
2621.381825	1.625927	
2621.383492	1.625991	
2621.385097	1.625915	
2621.386740	1.625999	
2621.388354	1.626048	
2621.390041	1.625979	
2621.391604	1.626035	
2621.393309	1.626023	
2621.394866	1.626052	
2621.396578	1.625951	
2621.398142	1.625999	
2621.399816	1.626060	
2621.401365	1.625915	
2621.403070	1.625915	
2621.404576	1.625927	
2621.406339	1.626144	
2621.407815	1.626015	
2621.409596	1.625983	
2621.411087	1.626011	
2621.412851	1.626015	
2621.414331	1.626028	
2621.416094	1.626072	
2621.417592	1.626031	
2621.419381	1.626080	
2621.420870	1.625979	
2621.422611	1.626011	
2621.424122	1.626048	
2621.425847	1.626112	
2621.427379	1.626052	
2621.429071	1.625963	
2621.430617	1.626015	
2621.432300	1.626080	
2621.433870	1.626040	
2621.435534	1.625987	
2621.437102	1.626003	
2621.438742	1.626019	
2621.440320	1.626044	
2621.441963	1.625963	
2621.443562	1.625931	
2621.445174	1.625959	
2621.446813	1.626040	
