crossing time (s)	slope (V/s)	crossing number
5814.606115	-35.150049	4918
5816.623945	-50.870581	4919
5817.787142	-55.122286	4920
5818.692045	-52.299934	4921
5819.840940	-53.955123	4922
5820.742700	-52.526665	4923
5821.867749	-51.147377	4924
5822.760149	-57.188818	4925
5823.940191	-47.645337	4926
5824.827569	-51.241140	4927
5825.988859	-39.784747	4928
5826.900209	-41.066889	4929
5828.051366	-39.043399	4930
5828.901418	-32.078662	4931
5830.071364	-38.499314	4932
5830.952501	-35.490371	4933
5832.108563	-36.544455	4934
5833.005574	-37.125786	4935
5834.158722	-32.618927	4936
5835.056832	-32.178665	4937
5836.233419	-31.017818	4938
5837.081783	-25.386641	4939
5838.278665	-27.229463	4940
5839.097704	-22.626298	4941
5840.305248	-25.977731	4942
5841.152733	-24.559730	4943
5842.359059	-24.182785	4944
5843.169901	-22.516688	4945
5844.435320	-19.963478	4946
5845.234861	-20.859008	4947
5846.444433	-20.153398	4948
5847.278765	-15.104770	4949
5848.504175	-18.798603	4950
5849.321819	-15.479408	4951
5850.557177	-17.953911	4952
5851.378905	-14.752295	4953
5852.585342	-15.002740	4954
5853.393436	-14.950112	4955
5854.648764	-13.538465	4956
5855.416704	-11.981197	4957
5856.694318	-13.224990	4958
5857.459897	-10.342785	4959
5858.756362	-11.149774	4960
5859.511100	-10.317557	4961
