time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2221.226205	256.122894	2.001512	0.100000	139
2223.275342	256.043610	1.925968	0.100000	141
2225.323519	256.211639	1.854157	0.100000	143
2227.371782	256.353119	1.778293	0.100000	145
2229.418192	256.631317	1.705124	0.100000	147
2231.464258	256.990845	1.628450	0.100000	149
2233.509260	257.572845	1.557015	0.100000	151
2235.550548	258.313812	1.488213	0.100000	153
2237.590868	259.383209	1.422368	0.100000	155
2239.634376	260.107422	1.366747	0.100000	157
2241.683202	260.246185	1.319611	0.100000	159
2243.735528	259.550476	1.277678	0.100000	161
2245.790247	258.823273	1.231070	0.100000	163
2247.839626	258.136230	1.180823	0.100000	165
2249.885773	258.831329	1.129933	0.100000	167
2251.928057	258.271576	1.083899	0.100000	169
2253.971016	258.959503	1.045389	0.100000	171
2256.005367	260.663055	1.001959	0.100000	173
2258.039361	262.327271	0.947889	0.100000	175
2260.077417	263.007599	0.890070	0.100000	177
2262.118312	262.801605	0.838122	0.100000	179
2264.162710	262.206543	0.794471	0.100000	181
2266.207631	262.033508	0.754177	0.100000	183
2268.255758	262.227936	0.716479	0.100000	185
