time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1940.954235	70.098587	2.059659	-0.100000	69
1943.005521	73.534157	1.928280	-0.026409	71
1945.060203	76.133919	1.848340	-0.046264	73
1947.102961	74.284081	1.781188	-0.037471	75
1949.151016	73.011208	1.675753	-0.017744	77
1951.201052	73.036362	1.583600	-0.009382	79
1953.250158	73.657486	1.501867	-0.007666	81
1955.304810	74.838684	1.409998	-0.019606	83
1957.364176	74.349136	1.316257	0.004911	85
1959.404330	73.477875	1.261487	0.018821	87
1961.454297	75.179825	1.183535	-0.016976	89
1963.519381	73.965607	1.109903	0.017927	91
1965.551477	74.041069	1.060727	0.011717	93
1967.611187	75.462959	0.994426	-0.007772	95
1969.677017	74.697861	0.927299	0.017678	97
1971.724678	73.993706	0.869067	0.017840	99
1973.768903	73.687782	0.818448	0.013916	101
1975.822878	73.761322	0.764891	0.009542	103
1977.886278	74.261482	0.709806	0.013893	105
