crossing time (s)	slope (V/s)	crossing number
1871.273571	-104.431733	988
1872.171779	-106.622973	989
1873.308036	-108.633521	990
1874.242926	-87.324627	991
1875.337485	-70.161665	992
1876.303683	-57.651430	993
1877.416264	-46.713090	994
1878.358485	-37.744280	995
1879.469167	-33.936322	996
1880.374813	-32.730904	997
1881.520026	-26.358489	998
1882.434176	-25.307208	999
1883.570515	-16.623903	1000
1884.481161	-15.881226	1001
1885.622563	-13.884928	1002
1886.515832	-10.283516	1003
1887.705725	-9.733764	1004
1888.540748	-7.695215	1005
1889.778278	-5.345674	1006
1890.577082	-5.763159	1007
1891.848431	-4.447692	1008
1892.618585	-2.486175	1009
1893.889718	-0.377693	1010
1894.669739	-3.303681	1011
1895.971049	-0.609128	1012
