time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2919.255682	303.582123	1.727852	-0.100000	19
2921.293956	299.336029	1.677620	-0.100000	21
2923.347321	302.547333	1.620575	-0.100000	23
2925.385470	298.680389	1.587775	-0.100000	25
2927.435286	300.533875	1.512229	-0.100000	27
2929.480192	300.406860	1.491458	-0.100000	29
2931.519110	297.627747	1.427165	-0.100000	31
2933.570489	299.840179	1.369529	-0.100000	33
2935.618278	300.373993	1.334789	-0.100000	35
2937.659466	298.833282	1.292801	-0.100000	37
2939.700482	297.660004	1.245647	-0.100000	39
2941.743535	297.373016	1.197035	-0.100000	41
2943.787319	297.413116	1.152855	-0.100000	43
2945.832087	297.570587	1.109422	-0.100000	45
2947.878430	117.907593	-1.062993	0.100000	47
2949.927643	118.047249	-1.019483	0.100000	49
2951.978488	117.715607	-0.984375	0.100000	51
2954.016720	117.535515	-0.956446	0.100000	53
2956.053030	118.028259	-0.905609	0.100000	55
2958.108691	117.298691	-0.856100	0.100000	57
2960.153486	116.931664	-0.843036	0.100000	59
2962.185344	118.199120	-0.794840	0.100000	61
2964.246276	116.702522	-0.753361	0.100000	63
2966.282680	117.197311	-0.743818	0.100000	65
2968.320858	117.810242	-0.686804	0.100000	67
2970.382594	116.278160	-0.665504	0.100000	69
2972.409902	124.854897	-0.788099	0.100000	71
2974.454455	117.499207	-0.595555	0.100000	73
2976.517653	116.508316	-0.575338	0.100000	75
2978.550810	116.835480	-0.560827	0.100000	77
2980.580791	116.905418	-0.526603	0.100000	79
2982.632088	116.785576	-0.493917	0.100000	81
2984.685682	117.052315	-0.470644	0.096615	83
2986.737635	117.506721	-0.450483	0.092365	85
2988.782881	118.037025	-0.428909	0.088087	87
2990.830542	118.136589	-0.410269	0.084755	89
2992.873215	118.426521	-0.389441	0.081329	91
2994.912514	117.975029	-0.372150	0.077787	93
2996.945691	116.487541	-0.357587	0.074831	95
2998.972449	114.208565	-0.338998	0.071549	97
3001.020817	114.253136	-0.315705	0.066139	99
3003.093668	118.645432	-0.296567	0.063039	101
3005.141297	119.587219	-0.292494	0.064222	103
3007.146817	114.225143	-0.281550	0.061126	105
