time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1858.081952	194.808975	2.606660	-0.011817	87
1860.135083	102.348274	1.071210	0.017836	89
1862.181207	282.537842	-0.935841	-0.019968	91
1864.220727	283.474060	-0.803577	-0.018180	93
1866.263038	284.059174	-0.681042	-0.015484	95
1868.310036	283.872162	-0.573987	-0.012538	97
1870.361718	283.408386	-0.484224	-0.011003	99
1872.416056	283.096802	-0.409373	-0.009377	101
1874.465784	282.995453	-0.346773	-0.008135	103
1876.512388	283.003906	-0.292441	-0.006622	105
1878.560237	283.192322	-0.247893	-0.005440	107
1880.589056	282.853424	-0.209235	-0.004417	109
1882.616715	281.887573	-0.174081	-0.003251	111
1884.643299	280.576019	-0.142999	-0.002782	113
1886.690470	280.923157	-0.117199	-0.003197	115
