crossing time (s)	slope (V/s)	crossing number
6018.068505	-105.393522	5237
6018.935179	-99.802076	5238
6020.062958	-100.240380	5239
6021.002543	-84.618545	5240
6022.127207	-94.365214	5241
6023.041484	-73.790814	5242
6024.193075	-85.710770	5243
6025.098424	-85.108219	5244
6026.213042	-83.603905	5245
6027.135876	-84.311616	5246
6028.254816	-84.600378	5247
6029.209989	-75.968860	5248
6030.307230	-78.256270	5249
6031.218655	-69.966405	5250
6032.351038	-71.665212	5251
6033.287162	-66.514373	5252
6034.376763	-69.434890	5253
6035.322944	-66.391368	5254
6036.422206	-70.210804	5255
6037.378497	-60.826458	5256
6038.477960	-65.103793	5257
6039.410494	-53.924836	5258
6040.504896	-60.114431	5259
6041.458922	-57.841152	5260
6042.559182	-59.456569	5261
6043.502259	-55.111948	5262
6044.593336	-57.162761	5263
6045.520098	-48.833369	5264
6046.618579	-54.688810	5265
6047.575542	-47.250085	5266
6048.698182	-55.234473	5267
6049.618927	-47.075029	5268
6050.735078	-50.832724	5269
6051.683509	-46.016811	5270
6052.769579	-50.818628	5271
6053.713499	-42.491793	5272
6054.815569	-48.238114	5273
6055.753860	-40.729387	5274
6056.840829	-46.067900	5275
6057.788194	-39.639761	5276
6058.886755	-43.622934	5277
6059.837545	-37.538570	5278
6060.939371	-42.302714	5279
6061.870495	-36.705678	5280
6062.981201	-40.689046	5281
6063.933301	-31.553578	5282
6065.017673	-38.536534	5283
6065.960295	-30.233627	5284
6067.070499	-36.237310	5285
6067.990090	-29.863058	5286
6069.112988	-34.500849	5287
6070.033015	-28.907405	5288
6071.184484	-33.461157	5289
6072.097288	-27.165405	5290
6073.200462	-31.769199	5291
6074.096680	-24.800018	5292
6075.265644	-32.450653	5293
6076.166378	-24.783263	5294
6077.288308	-30.314425	5295
6078.217820	-23.420952	5296
6079.326428	-28.007450	5297
6080.230797	-22.652309	5298
6081.380412	-26.608792	5299
6082.274029	-22.817913	5300
6083.423012	-26.016561	5301
6084.327230	-18.793282	5302
6085.467793	-24.841099	5303
6086.371422	-18.078759	5304
6087.502128	-23.349515	5305
6088.401127	-18.152211	5306
6089.555646	-21.861894	5307
6090.444450	-17.957300	5308
6091.585629	-22.488929	5309
6092.497450	-17.150081	5310
6093.649649	-19.916489	5311
6094.547480	-16.504069	5312
6095.672395	-20.182249	5313
6096.581055	-16.239434	5314
6097.717306	-19.237372	5315
6098.606066	-14.391506	5316
6099.754713	-18.823964	5317
