time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6018.023687	69.567467	1.824940	0.100000	117
6020.068412	69.315811	1.787600	0.100000	119
6022.111952	69.491684	1.754977	0.100000	121
6024.156085	69.568947	1.734064	0.100000	123
6026.201324	69.763557	1.711893	0.100000	125
6028.244389	69.728600	1.682306	0.100000	127
6030.287709	69.742493	1.657148	0.100000	129
6032.331736	69.834015	1.633074	0.100000	131
6034.375754	69.656883	1.608143	0.100000	133
6036.419096	69.598160	1.579625	0.100000	135
6038.462443	69.522552	1.554035	0.100000	137
6040.506370	69.565636	1.531828	0.100000	139
6042.549829	69.487732	1.512233	0.100000	141
6044.593233	69.396378	1.487720	0.100000	143
6046.636880	69.275154	1.462873	0.100000	145
6048.678358	69.242256	1.446740	0.100000	147
6050.720770	69.134415	1.428460	0.100000	149
6052.762998	69.024765	1.403870	0.100000	151
6054.805163	69.010681	1.388760	0.100000	153
6056.847633	68.983139	1.368794	0.100000	155
6058.889317	69.023933	1.349800	0.100000	157
6060.931357	69.063904	1.330929	0.100000	159
6062.973953	69.130318	1.313993	0.100000	161
6065.016690	69.374870	1.294064	0.100000	163
6067.060611	69.705635	1.277344	0.100000	165
6069.105166	69.988152	1.259251	0.100000	167
6071.149875	70.215576	1.236757	0.100000	169
6073.197253	70.553223	1.216633	0.100000	171
6075.242873	70.730598	1.195031	0.100000	173
6077.289766	70.667847	1.171543	0.100000	175
6079.335371	70.716072	1.148152	0.100000	177
6081.380414	70.818779	1.129823	0.100000	179
6083.425251	70.641434	1.104602	0.100000	181
6085.469321	64.658356	1.091496	0.100000	183
6087.513745	65.001152	1.075966	0.100000	185
6089.556307	65.262123	1.059319	0.100000	187
6091.599592	70.651169	1.041715	0.100000	189
6093.640600	70.578079	1.030883	0.100000	191
6095.682926	70.521164	1.015533	0.100000	193
6097.723556	70.375343	1.005728	0.100000	195
6099.764628	70.129333	0.990921	0.100000	197
