time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1942.912118	31.854944	-0.035132	-0.100000	123
1945.974807	32.862404	-0.002323	0.100000	125
1948.021862	123.025070	1.050820	-0.002234	127
1950.069666	303.231476	-0.911924	0.002880	129
1952.118806	303.159790	-0.786086	0.003046	131
1954.168108	302.973145	-0.668225	0.003327	133
1956.224133	302.347534	-0.565929	0.003384	135
1958.278370	302.015198	-0.480595	0.001906	137
1960.319839	302.216187	-0.412032	0.000806	139
1962.351361	303.584106	-0.348383	0.000586	141
1964.383283	304.781036	-0.289067	0.001351	143
1966.439059	303.601715	-0.240526	0.003158	145
1968.520548	300.944824	-0.205348	0.001706	147
1970.569232	300.598785	-0.178883	-0.000648	149
1972.582932	303.431915	-0.151693	-0.000218	151
1974.581847	306.394501	-0.123345	0.000145	153
