time (s)	det(V)
1945.647692	-0.124443	
1945.649219	-0.145523	
1945.650913	-0.165177	
1945.652470	-0.144693	
1945.654167	-0.178479	
1945.655725	-0.195881	
1945.657410	-0.189682	
1945.658986	-0.184276	
1945.660653	-0.235250	
1945.662252	-0.195281	
1945.663900	-0.234396	
1945.665516	-0.231427	
1945.667148	-0.267557	
1945.668778	-0.254550	
1945.670400	-0.283489	
1945.672016	-0.304622	
1945.673636	-0.319611	
1945.675311	-0.327893	
1945.676893	-0.353264	
1945.678582	-0.348144	
1945.680162	-0.348933	
1945.681863	-0.361739	
1945.683443	-0.382179	
1945.685116	-0.397140	
1945.686678	-0.415727	
1945.688405	-0.446886	
1945.689944	-0.460590	
1945.691661	-0.457923	
1945.693189	-0.486057	
1945.694943	-0.499862	
1945.696438	-0.533869	
1945.698211	-0.549278	
1945.699703	-0.573025	
1945.701487	-0.568042	
1945.702974	-0.619890	
1945.704750	-0.658014	
1945.706235	-0.668512	
1945.708020	-0.692057	
1945.709501	-0.720795	
1945.711259	-0.755572	
1945.712754	-0.773317	
1945.714529	-0.837693	
1945.716045	-0.831739	
1945.717785	-0.882210	
1945.719304	-0.916431	
1945.721029	-0.962853	
1945.722562	-0.983108	
1945.724269	-1.027886	
1945.725857	-1.069072	
1945.727336	-1.138862	
1945.728994	-1.157550	
1945.730486	-1.212206	
1945.732132	-1.248924	
1945.733660	-1.302062	
1945.735307	-1.343481	
1945.736785	-1.398589	
1945.738436	-1.477709	
1945.739911	-1.500340	
1945.741555	-1.578578	
1945.743048	-1.598530	
1945.744684	-1.627449	
1945.746188	-1.627949	
1945.747780	-1.628034	
1945.749310	-1.628158	
1945.750863	-1.628005	
1945.752424	-1.628122	
1945.754034	-1.627941	
1945.755623	-1.628086	
1945.757198	-1.627937	
1945.758801	-1.628062	
1945.760352	-1.628074	
1945.762033	-1.627989	
1945.763516	-1.628054	
1945.765247	-1.628046	
1945.766723	-1.628013	
1945.768443	-1.628078	
1945.769917	-1.628110	
1945.771612	-1.628170	
1945.773121	-1.628013	
1945.774876	-1.628203	
1945.776369	-1.628126	
1945.778164	-1.628106	
1945.779643	-1.628058	
1945.781435	-1.627989	
1945.782921	-1.628098	
1945.784704	-1.628074	
1945.786182	-1.628017	
1945.787924	-1.628154	
1945.789422	-1.628114	
1945.791202	-1.628154	
1945.792701	-1.628166	
1945.794437	-1.628130	
1945.795950	-1.628122	
1945.797674	-1.628175	
1945.799203	-1.628158	
1945.800912	-1.628126	
1945.802455	-1.628154	
1945.804147	-1.628122	
1945.805717	-1.628336	
1945.807406	-1.628130	
1945.808973	-1.628324	
1945.810646	-1.628207	
1945.812246	-1.628199	
1945.813878	-1.628154	
1945.815477	-1.628267	
1945.817104	-1.628146	
1945.818734	-1.628247	
1945.820372	-1.628195	
1945.822009	-1.628328	
1945.823614	-1.628110	
1945.825261	-1.628376	
1945.826848	-1.628259	
1945.828531	-1.628316	
1945.830100	-1.628227	
1945.831810	-1.628303	
1945.833369	-1.628356	
1945.835070	-1.628501	
1945.836637	-1.628320	
1945.838330	-1.628352	
1945.839889	-1.628408	
1945.841610	-1.628517	
1945.843112	-1.628372	
1945.844866	-1.628428	
1945.846349	-1.628424	
1945.848123	-1.628412	
1945.849604	-1.628485	
1945.851372	-1.628553	
1945.852854	-1.628465	
1945.854644	-1.628428	
1945.856131	-1.628444	
1945.857909	-1.628465	
1945.859402	-1.628493	
1945.861147	-1.628590	
1945.862660	-1.628469	
1945.864383	-1.628513	
1945.865911	-1.628501	
1945.867617	-1.628638	
1945.869172	-1.628485	
1945.870885	-1.628618	
1945.872432	-1.628457	
1945.874135	-1.628440	
1945.875697	-1.628501	
1945.877377	-1.628569	
1945.878958	-1.628461	
1945.880631	-1.628585	
1945.882216	-1.628505	
1945.883851	-1.628424	
1945.885463	-1.628493	
1945.886990	-1.628416	
1945.888634	-1.628501	
1945.890125	-1.628424	
1945.891778	-1.628469	
1945.893265	-1.628432	
1945.894893	-1.628445	
1945.896400	-1.628444	
1945.898047	-1.628372	
1945.899541	-1.628420	
1945.901143	-1.628436	
1945.902661	-1.628392	
1945.904229	-1.628279	
1945.905805	-1.628368	
1945.907306	-1.628275	
1945.908949	-1.628368	
1945.910515	-1.628239	
1945.912128	-1.628299	
1945.913657	-1.628199	
1945.915340	-1.628376	
1945.916823	-1.628235	
1945.918553	-1.628303	
1945.920031	-1.628171	
1945.921750	-1.628243	
1945.923223	-1.628227	
1945.924915	-1.628291	
1945.926403	-1.628158	
1945.928113	-1.628187	
1945.929608	-1.628098	
1945.931404	-1.628122	
1945.932883	-1.628058	
1945.934667	-1.628106	
1945.936146	-1.628191	
1945.937921	-1.628122	
1945.939416	-1.628162	
1945.941160	-1.627989	
1945.942676	-1.628038	
1945.944405	-1.628090	
1945.945921	-1.627973	
1945.947643	-1.627989	
1945.949186	-1.628086	
1945.950888	-1.627977	
1945.952443	-1.628094	
1945.954141	-1.627977	
1945.955705	-1.628021	
1945.957372	-1.627885	
1945.958970	-1.627933	
1945.960632	-1.627236	
1945.962224	-1.449595	
1945.963879	-1.235345	
1945.965477	-1.036958	
1945.967122	-0.859547	
1945.968753	-0.648705	
1945.970376	-0.503459	
1945.972018	-0.268790	
1945.973607	-0.137180	
1945.975248	0.080494	
1945.976859	0.234589	
1945.978521	0.467752	
1945.980107	0.623890	
1945.981803	0.816919	
1945.983361	0.992006	
1945.985043	1.213213	
1945.986590	1.383293	
1945.988300	1.570207	
1945.989823	1.624126	
1945.991542	1.625967	
1945.993041	1.626132	
1945.994838	1.626032	
1945.996322	1.626140	
1945.998107	1.626011	
1945.999590	1.626156	
1946.001373	1.626156	
1946.002855	1.626233	
1946.004644	1.626112	
1946.006131	1.625955	
1946.007914	1.626177	
1946.009410	1.626152	
1946.011174	1.626148	
1946.012680	1.626088	
1946.014422	1.626205	
1946.015945	1.626100	
1946.017676	1.626217	
1946.019222	1.626221	
1946.020969	1.626229	
1946.022493	1.626184	
1946.024219	1.626233	
1946.025763	1.626164	
1946.027451	1.626144	
1946.029010	1.626136	
1946.030678	1.626314	
1946.032263	1.626116	
1946.033918	1.626297	
1946.035513	1.626189	
1946.037167	1.626350	
1946.038777	1.626233	
1946.040424	1.626402	
1946.042037	1.626056	
1946.043559	1.626088	
1946.045195	1.626120	
1946.046674	1.626177	
1946.048329	1.626160	
1946.049812	1.626128	
1946.051460	1.626176	
1946.052944	1.626108	
1946.054585	1.626253	
1946.056086	1.626193	
1946.057669	1.626233	
1946.059214	1.626124	
1946.060735	1.626205	
1946.062361	1.626237	
1946.063848	1.626241	
1946.065479	1.626189	
1946.067025	1.626305	
1946.068687	1.626189	
1946.070177	1.626321	
1946.071882	1.626201	
1946.073364	1.626261	
1946.075059	1.626176	
1946.076542	1.626217	
1946.078245	1.626213	
1946.079749	1.626225	
1946.081452	1.626249	
1946.082938	1.626201	
1946.084632	1.626209	
1946.086119	1.626209	
1946.087806	1.626185	
1946.089308	1.626237	
1946.091024	1.626366	
1946.092545	1.626277	
1946.094250	1.626217	
1946.095802	1.626172	
