time (s)	det(V)
4204.147425	1.625685	
4204.148991	1.625971	
4204.150497	1.625794	
4204.152120	1.625935	
4204.153667	1.625806	
4204.155289	1.625919	
4204.156808	1.625955	
4204.158504	1.625814	
4204.159978	1.626084	
4204.161702	1.625878	
4204.163183	1.625919	
4204.164876	1.625846	
4204.166359	1.626040	
4204.168059	1.625923	
4204.169559	1.625955	
4204.171272	1.625999	
4204.172757	1.625955	
4204.174523	1.625955	
4204.176008	1.625903	
4204.177752	1.626031	
4204.179252	1.626019	
4204.180999	1.625951	
4204.182510	1.625975	
4204.184245	1.626140	
4204.185781	1.625959	
4204.187503	1.626007	
4204.189044	1.625951	
4204.190744	1.625878	
4204.192306	1.625999	
4204.193988	1.625991	
4204.195550	1.626035	
4204.197232	1.626092	
4204.198824	1.625959	
4204.200496	1.626015	
4204.202079	1.625959	
4204.203726	1.626031	
4204.205320	1.625967	
4204.206960	1.626032	
4204.208591	1.625971	
4204.210189	1.626120	
4204.211852	1.625923	
4204.213448	1.626076	
4204.215131	1.625975	
4204.216723	1.626132	
4204.218385	1.626080	
4204.219956	1.626011	
4204.221654	1.625991	
4204.223212	1.626173	
4204.224927	1.626048	
4204.226458	1.626044	
4204.228170	1.626104	
4204.229700	1.626068	
4204.231440	1.626007	
4204.232958	1.626088	
4204.234715	1.626120	
4204.236196	1.626024	
4204.237983	1.626156	
4204.239467	1.626047	
4204.241248	1.626064	
4204.242726	1.626132	
4204.244487	1.625967	
4204.245971	1.626076	
4204.247726	1.626112	
4204.249231	1.626060	
4204.250991	1.626108	
4204.252499	1.626027	
4204.254246	1.626060	
4204.255766	1.626096	
4204.257473	1.625943	
4204.259013	1.626043	
4204.260694	1.625878	
4204.262256	1.626048	
4204.263945	1.626035	
4204.265511	1.625915	
4204.267194	1.626064	
4204.268772	1.625955	
4204.270426	1.626027	
4204.272026	1.625971	
4204.273645	1.626056	
4204.275269	1.625903	
4204.276875	1.625979	
4204.278547	1.625911	
4204.280144	1.626003	
4204.281804	1.625895	
4204.283402	1.626040	
4204.285060	1.625677	
4204.286632	1.625943	
4204.288328	1.625081	
4204.289801	1.625850	
4204.291369	1.625725	
4204.292855	1.624823	
4204.294404	1.580149	
4204.295929	1.429252	
4204.297504	1.278770	
4204.299059	1.141900	
4204.300591	1.022311	
4204.302215	0.864566	
4204.303697	0.738556	
4204.305319	0.620426	
4204.306841	0.509723	
4204.308491	0.380990	
4204.309971	0.251416	
4204.311617	0.126642	
4204.313093	-0.007871	
4204.314720	-0.136395	
4204.316205	-0.275340	
4204.317917	-0.416609	
4204.319396	-0.508362	
4204.321087	-0.661200	
4204.322585	-0.734814	
4204.324239	-0.884055	
4204.325771	-1.004135	
4204.327415	-1.131712	
4204.328951	-1.243091	
4204.330559	-1.361967	
4204.332138	-1.472230	
4204.333707	-1.600713	
4204.335303	-1.627409	
4204.336941	-1.627514	
4204.338580	-1.627913	
4204.340191	-1.628062	
4204.341863	-1.627993	
4204.343451	-1.628134	
4204.345098	-1.627389	
4204.346676	-1.628013	
4204.348345	-1.627925	
4204.349903	-1.628094	
4204.351609	-1.627933	
4204.353155	-1.628134	
4204.354848	-1.627913	
4204.356387	-1.628211	
4204.358103	-1.627973	
4204.359607	-1.628013	
4204.361364	-1.627860	
4204.362856	-1.628086	
4204.364627	-1.627820	
4204.366105	-1.628175	
4204.367883	-1.628086	
4204.369368	-1.628098	
4204.371135	-1.627820	
4204.372615	-1.628175	
4204.374360	-1.628034	
4204.375870	-1.628134	
4204.377596	-1.628134	
4204.379127	-1.628215	
4204.380837	-1.628025	
4204.382365	-1.628158	
4204.384088	-1.627824	
4204.385638	-1.628106	
4204.387309	-1.628215	
4204.388868	-1.628155	
4204.390563	-1.627981	
4204.392129	-1.628207	
4204.393787	-1.628017	
4204.395389	-1.628126	
4204.397052	-1.628017	
4204.398648	-1.628199	
4204.400293	-1.627917	
4204.401914	-1.628082	
4204.403521	-1.628021	
4204.405193	-1.628118	
4204.406773	-1.628005	
4204.408447	-1.627880	
4204.410031	-1.628251	
4204.411669	-1.627957	
4204.413234	-1.628255	
4204.414918	-1.627969	
4204.416470	-1.628013	
4204.418177	-1.627856	
4204.419707	-1.628021	
4204.421442	-1.628017	
4204.422949	-1.628203	
4204.424686	-1.628094	
4204.426172	-1.628074	
4204.427935	-1.628062	
4204.429429	-1.628146	
4204.431197	-1.627981	
4204.432671	-1.628146	
4204.434459	-1.628122	
4204.435939	-1.628283	
4204.437680	-1.628029	
4204.439186	-1.628199	
4204.440913	-1.628098	
4204.442436	-1.628070	
4204.444135	-1.627864	
4204.445680	-1.628126	
4204.447359	-1.627985	
4204.448923	-1.628114	
4204.450424	-1.627997	
4204.452082	-1.628154	
4204.453573	-1.628158	
4204.455202	-1.627945	
4204.456720	-1.628130	
4204.458345	-1.628009	
4204.459828	-1.628102	
4204.461462	-1.628046	
4204.462944	-1.628074	
4204.464565	-1.627929	
4204.466040	-1.628110	
4204.467646	-1.627921	
4204.469157	-1.628090	
4204.470715	-1.628086	
4204.472269	-1.628046	
4204.473744	-1.627905	
4204.475393	-1.627981	
4204.476960	-1.627836	
4204.478597	-1.627913	
4204.480127	-1.628134	
4204.481799	-1.627957	
4204.483276	-1.628074	
4204.484995	-1.616541	
4204.486469	-1.627756	
4204.488175	-1.626757	
4204.489650	-1.626430	
4204.491345	-1.611574	
4204.492847	-1.544136	
4204.494546	-1.463070	
4204.496037	-1.467372	
4204.497816	-1.373573	
4204.499301	-1.369951	
4204.501052	-1.336786	
4204.502550	-1.261988	
4204.504295	-1.272808	
4204.505811	-1.228948	
4204.507549	-1.189748	
4204.509087	-1.120663	
