time (s)	magX	magY	magZ
4204.149113	305.034485	373.414978	319.597290
4204.152032	302.404449	375.986572	313.168304
4204.155340	300.183533	377.447693	307.616028
4204.158667	297.495026	379.142609	300.836334
4204.161981	294.455872	381.480438	293.939789
4204.165346	291.416718	383.058441	286.984802
4204.168661	288.026886	384.461151	280.263580
4204.171598	284.929291	386.039154	273.893036
4204.174902	281.948578	386.623627	265.827576
4204.178237	278.032745	388.026306	258.054352
4204.181563	274.467560	389.487427	252.151367
4204.184895	270.259521	389.428986	243.968994
4204.188231	266.694336	390.422546	236.663330
4204.191563	262.544708	391.007019	228.480988
4204.194891	258.979553	390.071899	220.123291
4204.198225	254.362366	389.838135	212.642303
4204.201557	250.388092	390.130341	204.576843
4204.204892	246.121567	389.136780	195.284027
4204.208229	241.153717	387.734070	187.218567
4204.211599	236.127411	386.389832	179.269989
4204.214938	231.685577	384.870270	169.392731
4204.218227	225.782593	382.883118	161.327271
4204.221564	221.106964	380.662201	152.443573
4204.224891	216.197556	378.032166	143.676758
4204.228222	210.645233	374.642334	134.091736
4204.231559	205.502045	371.252472	124.156036
4204.234891	200.300415	367.687317	116.032104
4204.238226	195.215668	363.187012	106.388641
4204.241557	189.780243	358.452972	97.504944
4204.244896	184.403275	353.017548	88.095276
4204.248223	178.500305	347.523651	79.796021
4204.251553	173.298660	341.503815	71.204559
4204.254888	167.454132	335.425507	62.788422
4204.258240	161.668030	328.178253	53.320251
4204.261554	156.115723	320.814148	44.261261
4204.264897	150.446518	313.917572	36.429535
4204.268221	144.251328	305.150787	27.604340
4204.271556	139.049683	296.442413	20.941528
4204.274888	133.731155	287.792511	14.337219
4204.278279	127.886612	277.856812	7.732910
4204.281559	123.269440	268.856232	1.070129
4204.284891	117.307999	259.095856	-5.417297
4204.289488	106.904755	238.347748	-15.937500
4204.292836	102.521332	227.593811	-21.022217
4204.295792	97.027466	216.956757	-24.821228
4204.299092	92.176514	205.150787	-27.918762
4204.302531	87.033325	193.695496	-32.185303
4204.305805	82.474579	182.298645	-34.523132
4204.309086	77.740509	171.018707	-36.451782
4204.312406	73.707764	159.504974	-38.380493
4204.315313	69.616608	148.283463	-39.724731
4204.318642	65.700775	136.477493	-39.432495
4204.321974	61.668030	124.379303	-39.607849
4204.325325	58.278198	112.164230	-39.607849
4204.328638	55.180603	100.592049	-37.912964
4204.331996	51.790771	88.727638	-35.633606
4204.334877	49.686737	76.746346	-33.412659
4204.338217	46.764465	64.531265	-30.490356
4204.341601	44.426666	53.017532	-27.918762
4204.344902	42.965515	41.620686	-24.470459
4204.348211	40.803040	30.983631	-19.853333
4204.351549	39.341919	19.528343	-15.762146
4204.354884	38.289886	8.189941	-10.151428
4204.358212	37.530090	-2.388664	-4.248413
4204.361544	36.828766	-13.025719	0.836304
4204.364884	37.004089	-23.370544	7.674438
4204.368214	36.536530	-32.838692	14.395630
4204.371544	37.763885	-42.248390	21.584442
4204.374876	38.348358	-52.476334	28.890106
4204.378210	38.640564	-61.652260	35.611328
4204.381544	39.984802	-69.600822	44.202789
4204.384883	41.913513	-78.659859	52.735779
4204.388216	43.491547	-86.783760	62.437744
4204.391539	45.770874	-94.381660	71.204559
4204.394873	47.874939	-101.511986	79.620667
4204.398208	50.680298	-108.291649	88.562805
4204.401540	53.076569	-114.779076	98.673859
4204.404935	55.531281	-120.506721	109.369354
4204.408210	59.271759	-125.533012	118.837494
4204.411535	62.077148	-130.208649	128.305664
4204.414875	65.408539	-134.708954	138.416718
4204.418233	68.447693	-139.209229	148.644623
4204.421536	72.129761	-142.774414	158.288116
4204.424867	75.753357	-145.930450	169.217407
4204.428208	78.850952	-148.969604	179.153107
4204.431543	82.649933	-152.067230	188.504364
4204.434872	86.390411	-153.879028	198.556946
4204.438210	89.604919	-155.632385	208.609558
4204.441539	93.637634	-156.976624	217.727051
4204.444876	97.787262	-158.613098	226.727600
4204.449138	105.151367	-159.665131	246.248383
4204.452486	108.658096	-160.950897	255.190491
4204.455779	112.164810	-160.541779	263.957306
4204.459057	116.080673	-160.658691	272.665680
4204.462421	119.470474	-160.249542	281.315582
4204.465713	122.977219	-160.424896	288.971924
